Station,Stn Type,Crime Group - Full,Number of Crimes
DALSTON KINGSLAND,Mainline Stn,Public Order (Less Serious),1
DALSTON KINGSLAND,Mainline Stn,Fraud (Less Serious),1
DALSTON KINGSLAND,Mainline Stn,Violence,4
DALSTON KINGSLAND,Mainline Stn,Violence,1
DALSTON KINGSLAND,Mainline Stn,Violence,1
DALSTON KINGSLAND,Mainline Stn,Theft of Passenger Property,1
DALSTON KINGSLAND,Mainline Stn,Robbery,1
DALSTON KINGSLAND,Mainline Stn,Public Order (Serious),1
DALSTON KINGSLAND,Mainline Stn,Public Order (Serious),1
DALSTON KINGSLAND,Mainline Stn,Public Order (Less Serious),1
DALSTON KINGSLAND,Mainline Stn,Fraud (Serious),1
DENMARK HILL,Mainline Stn,Line of Route (Less Serious),2
DENMARK HILL,Mainline Stn,Violence,1
DENMARK HILL,Mainline Stn,Violence,2
DENMARK HILL,Mainline Stn,Violence,2
DENMARK HILL,Mainline Stn,Sex,1
DENMARK HILL,Mainline Stn,Line of Route (Serious),1
DENMARK HILL,Mainline Stn,Theft of Passenger Property,2
DENMARK HILL,Mainline Stn,Public Order (Less Serious),5
DENMARK HILL,Mainline Stn,Fraud (Less Serious),1
DENMARK HILL,Mainline Stn,Fraud (Less Serious),2
DENMARK HILL,Mainline Stn,Violence,1
DENMARK HILL,Mainline Stn,Violence,1
DENMARK HILL,Mainline Stn,Graffiti,1
DENMARK HILL,Mainline Stn,Theft of Passenger Property,2
DENMARK HILL,Mainline Stn,Public Order (Serious),2
DENMARK HILL,Mainline Stn,Public Order (Serious),2
DENMARK HILL,Mainline Stn,Public Order (Less Serious),2
DENMARK HILL,Mainline Stn,Public Order (Less Serious),1
DENMARK HILL,Mainline Stn,Fraud (Less Serious),4
DENMARK HILL,Mainline Stn,Drugs,2
DENMARK HILL,Mainline Stn,Drugs,1
DENMARK HILL,Mainline Stn,Other (Serious),1
DENMARK HILL,Mainline Stn,Other (Less Serious),1
DEPTFORD,Mainline Stn,Criminal Damage,1
DEPTFORD,Mainline Stn,Criminal Damage,1
DEPTFORD,Mainline Stn,Graffiti,6
DEPTFORD,Mainline Stn,Line of Route (Serious),1
DEPTFORD,Mainline Stn,Line of Route (Less Serious),1
DEPTFORD,Mainline Stn,Theft of Passenger Property,1
DEPTFORD,Mainline Stn,Burglary & Theft Railway,1
DEPTFORD,Mainline Stn,Theft Cable & Plant,1
DEPTFORD,Mainline Stn,Violence,1
DEPTFORD,Mainline Stn,Sex,1
DEPTFORD,Mainline Stn,Public Order (Less Serious),1
DEPTFORD,Mainline Stn,Violence,2
DEPTFORD,Mainline Stn,Violence,1
DEPTFORD,Mainline Stn,Violence,1
DEPTFORD,Mainline Stn,Criminal Damage,2
DEPTFORD,Mainline Stn,Graffiti,1
DEPTFORD,Mainline Stn,Theft of Passenger Property,1
DEPTFORD,Mainline Stn,Theft of Passenger Property,1
DEPTFORD,Mainline Stn,Public Order (Less Serious),1
DEPTFORD,Mainline Stn,Fraud (Less Serious),1
DEPTFORD BRIDGE,DLR Stn,Line of Route (Less Serious),5
DEPTFORD BRIDGE,DLR Stn,Theft of Passenger Property,1
DEPTFORD BRIDGE,DLR Stn,Fraud (Less Serious),1
DEPTFORD BRIDGE,DLR Stn,Fraud (Less Serious),2
DEPTFORD BRIDGE,DLR Stn,Sex,1
DEPTFORD BRIDGE,DLR Stn,Criminal Damage,1
DEPTFORD BRIDGE,DLR Stn,Pedal Cycle,1
DEPTFORD BRIDGE,DLR Stn,Robbery,2
DEPTFORD BRIDGE,DLR Stn,Public Order (Serious),1
DEPTFORD BRIDGE,DLR Stn,Public Order (Less Serious),1
DEPTFORD BRIDGE,DLR Stn,Fraud (Less Serious),5
DEPTFORD BRIDGE,DLR Stn,Fraud (Less Serious),4
DEPTFORD BRIDGE,DLR Stn,Drugs,1
DEVONS ROAD,DLR Stn,Line of Route (Less Serious),2
DEVONS ROAD,DLR Stn,Violence,2
DEVONS ROAD,DLR Stn,Theft of Passenger Property,1
DEVONS ROAD,DLR Stn,Public Order (Serious),1
DEVONS ROAD,DLR Stn,Fraud (Less Serious),1
DEVONS ROAD,DLR Stn,Violence,1
DEVONS ROAD,DLR Stn,Burglary & Theft Railway,1
DEVONS ROAD,DLR Stn,Burglary & Theft Railway,3
DEVONS ROAD,DLR Stn,Public Order (Less Serious),1
DEVONS ROAD,DLR Stn,Fraud (Less Serious),1
DEVONS ROAD,DLR Stn,Fraud (Less Serious),2
DOLLIS HILL,TfL Stn,Criminal Damage,1
DOLLIS HILL,TfL Stn,Line of Route (Less Serious),4
DOLLIS HILL,TfL Stn,Theft of Passenger Property,1
DOLLIS HILL,TfL Stn,Drugs,1
DOLLIS HILL,TfL Stn,Violence,1
DOLLIS HILL,TfL Stn,Sex,1
DOLLIS HILL,TfL Stn,Sex,1
DOLLIS HILL,TfL Stn,Theft of Passenger Property,1
DOLLIS HILL,TfL Stn,Theft of Passenger Property,1
DOLLIS HILL,TfL Stn,Public Order (Less Serious),2
DOLLIS HILL,TfL Stn,Violence,2
DOLLIS HILL,TfL Stn,Criminal Damage,1
DOLLIS HILL,TfL Stn,Public Order (Serious),1
DOLLIS HILL,TfL Stn,Public Order (Less Serious),1
DOLLIS HILL,TfL Stn,Public Order (Less Serious),2
DOLLIS HILL,TfL Stn,Fraud (Less Serious),37
DOLLIS HILL,TfL Stn,Fraud (Less Serious),10
DOLLIS HILL,TfL Stn,Drugs,3
DOLLIS HILL,TfL Stn,Drugs,1
DRAYTON GREEN,Mainline Stn,Line of Route (Less Serious),1
DRAYTON GREEN,Mainline Stn,Theft of Passenger Property,1
DRAYTON PARK,Mainline Stn,Line of Route (Less Serious),1
DRAYTON PARK,Mainline Stn,Violence,1
DUNDONALD ROAD,Croydon Tramlink,Fraud (Less Serious),1
DUNDONALD ROAD,Croydon Tramlink,Fraud (Less Serious),1
EALING BROADWAY,Mainline Stn,Violence,1
EALING BROADWAY,Mainline Stn,Violence,1
EALING BROADWAY,Mainline Stn,Line of Route (Serious),1
EALING BROADWAY,Mainline Stn,Line of Route (Serious),1
EALING BROADWAY,Mainline Stn,Line of Route (Less Serious),3
EALING BROADWAY,Mainline Stn,Theft of Passenger Property,1
EALING BROADWAY,Mainline Stn,Theft Cable & Plant,1
EALING BROADWAY,Mainline Stn,Drugs,2
EALING BROADWAY,TfL Stn,Theft of Passenger Property,1
EALING BROADWAY,TfL Stn,Public Order (Less Serious),1
EALING BROADWAY,Mainline Stn,Violence,1
EALING BROADWAY,Mainline Stn,Violence,3
EALING BROADWAY,Mainline Stn,Violence,1
EALING BROADWAY,Mainline Stn,Violence,1
EALING BROADWAY,Mainline Stn,Violence,1
EALING BROADWAY,Mainline Stn,Theft of Passenger Property,5
EALING BROADWAY,Mainline Stn,Theft of Passenger Property,1
EALING BROADWAY,Mainline Stn,Pedal Cycle,1
EALING BROADWAY,Mainline Stn,Public Order (Serious),1
EALING BROADWAY,Mainline Stn,Public Order (Serious),1
EALING BROADWAY,Mainline Stn,Public Order (Less Serious),2
EALING BROADWAY,Mainline Stn,Fraud (Less Serious),1
EALING BROADWAY,TfL Stn,Violence,3
EALING BROADWAY,TfL Stn,Violence,1
EALING BROADWAY,TfL Stn,Violence,1
EALING BROADWAY,TfL Stn,Violence,2
EALING BROADWAY,TfL Stn,Sex,1
EALING BROADWAY,TfL Stn,Sex,1
EALING BROADWAY,TfL Stn,Graffiti,1
EALING BROADWAY,TfL Stn,Theft of Passenger Property,19
EALING BROADWAY,TfL Stn,Theft of Passenger Property,9
EALING BROADWAY,TfL Stn,Robbery,1
EALING BROADWAY,TfL Stn,Burglary & Theft Railway,1
EALING BROADWAY,TfL Stn,Public Order (Serious),1
EALING BROADWAY,TfL Stn,Public Order (Less Serious),4
EALING BROADWAY,TfL Stn,Public Order (Less Serious),2
EALING BROADWAY,Mainline Stn,Violence,1
EALING BROADWAY,Mainline Stn,Violence,1
EALING BROADWAY,Mainline Stn,Violence,2
EALING BROADWAY,Mainline Stn,Violence,3
EALING BROADWAY,Mainline Stn,Violence,1
EALING BROADWAY,Mainline Stn,Violence,4
EALING BROADWAY,Mainline Stn,Sex,1
EALING BROADWAY,Mainline Stn,Sex,2
EALING BROADWAY,Mainline Stn,Criminal Damage,1
EALING BROADWAY,Mainline Stn,Theft of Passenger Property,5
EALING BROADWAY,Mainline Stn,Theft of Passenger Property,2
EALING BROADWAY,Mainline Stn,Robbery,1
EALING BROADWAY,Mainline Stn,Burglary & Theft Railway,1
EALING BROADWAY,Mainline Stn,Public Order (Serious),1
EALING BROADWAY,Mainline Stn,Public Order (Serious),2
EALING BROADWAY,Mainline Stn,Public Order (Serious),2
EALING BROADWAY,Mainline Stn,Public Order (Less Serious),7
EALING BROADWAY,Mainline Stn,Fraud (Less Serious),8
EALING BROADWAY,Mainline Stn,Other (Serious),1
EALING BROADWAY,Mainline Stn,Other (Less Serious),1
EALING BROADWAY,Mainline Stn,Public Order (Less Serious),1
EALING BROADWAY,Mainline Stn,Fraud (Less Serious),2
EALING BROADWAY,Mainline Stn,Drugs,1
EALING COMMON,TfL Stn,Violence,1
EALING COMMON,TfL Stn,Graffiti,2
EALING COMMON,TfL Stn,Violence,1
EALING COMMON,TfL Stn,Criminal Damage,1
EALING COMMON,TfL Stn,Graffiti,2
EALING COMMON,TfL Stn,Graffiti,1
EALING COMMON,TfL Stn,Theft of Passenger Property,2
EALING COMMON,TfL Stn,Theft of Passenger Property,1
EALING COMMON,TfL Stn,Public Order (Less Serious),2
EALING COMMON,TfL Stn,Violence,1
EALING COMMON,TfL Stn,Weapons,1
EALING COMMON,TfL Stn,Theft of Passenger Property,1
EALING COMMON,TfL Stn,Theft of Passenger Property,1
EALING COMMON,TfL Stn,Theft of Passenger Property,1
EALING COMMON,TfL Stn,Public Order (Serious),1
EALING COMMON,TfL Stn,Fraud (Less Serious),1
EALING COMMON DEPOT,TfL Stn,Graffiti,2
EALING COMMON DEPOT,TfL Stn,Burglary & Theft Railway,1
EALING COMMON DEPOT,TfL Stn,Theft Cable & Plant,1
EALING COMMON DEPOT,TfL Stn,Graffiti,2
EALING COMMON DEPOT,TfL Stn,Graffiti,2
EARLS COURT,TfL Stn,Violence,1
EARLS COURT,TfL Stn,Violence,1
EARLS COURT,TfL Stn,Graffiti,1
EARLS COURT,TfL Stn,Line of Route (Less Serious),2
EARLS COURT,TfL Stn,Theft of Passenger Property,2
EARLS COURT,TfL Stn,Violence,1
EARLS COURT,TfL Stn,Violence,3
EARLS COURT,TfL Stn,Violence,1
EARLS COURT,TfL Stn,Sex,2
EARLS COURT,TfL Stn,Sex,3
EARLS COURT,TfL Stn,Theft of Passenger Property,25
EARLS COURT,TfL Stn,Theft of Passenger Property,1
EARLS COURT,TfL Stn,Theft of Passenger Property,8
EARLS COURT,TfL Stn,Robbery,1
EARLS COURT,TfL Stn,Public Order (Serious),1
EARLS COURT,TfL Stn,Public Order (Less Serious),2
EARLS COURT,TfL Stn,Fraud (Less Serious),1
EARLS COURT,TfL Stn,Other (Less Serious),1
EARLS COURT,TfL Stn,Violence,3
EARLS COURT,TfL Stn,Violence,4
EARLS COURT,TfL Stn,Violence,1
EARLS COURT,TfL Stn,Violence,1
EARLS COURT,TfL Stn,Sex,2
EARLS COURT,TfL Stn,Sex,4
EARLS COURT,TfL Stn,Theft of Passenger Property,8
EARLS COURT,TfL Stn,Theft of Passenger Property,1
EARLS COURT,TfL Stn,Theft of Passenger Property,3
EARLS COURT,TfL Stn,Public Order (Serious),1
EARLS COURT,TfL Stn,Public Order (Serious),1
EARLS COURT,TfL Stn,Public Order (Serious),2
EARLS COURT,TfL Stn,Public Order (Serious),3
EARLS COURT,TfL Stn,Public Order (Less Serious),1
EARLS COURT,TfL Stn,Public Order (Less Serious),9
EARLS COURT,TfL Stn,Public Order (Less Serious),3
EARLS COURT,TfL Stn,Public Order (Less Serious),3
EARLS COURT,TfL Stn,Public Order (Less Serious),1
EARLS COURT,TfL Stn,Fraud (Less Serious),5
EARLS COURT,TfL Stn,Fraud (Less Serious),2
EARLS COURT,TfL Stn,Other (Less Serious),1
EARLSFIELD,Mainline Stn,Line of Route (Less Serious),4
EARLSFIELD,Mainline Stn,Burglary & Theft Railway,2
EARLSFIELD,Mainline Stn,Violence,1
EARLSFIELD,Mainline Stn,Violence,1
EARLSFIELD,Mainline Stn,Theft of Passenger Property,3
EARLSFIELD,Mainline Stn,Robbery,1
EARLSFIELD,Mainline Stn,Public Order (Less Serious),2
EARLSFIELD,Mainline Stn,Other (Less Serious),1
EARLSFIELD,Mainline Stn,Violence,1
EARLSFIELD,Mainline Stn,Fraud (Less Serious),3
EARLSFIELD,Mainline Stn,Fraud (Less Serious),4
EAST ACTON,TfL Stn,Graffiti,2
EAST ACTON,TfL Stn,Line of Route (Less Serious),1
EAST ACTON,TfL Stn,Theft of Passenger Property,1
EAST ACTON,TfL Stn,Violence,2
EAST ACTON,TfL Stn,Sex,1
EAST ACTON,TfL Stn,Theft of Passenger Property,1
EAST ACTON,TfL Stn,Public Order (Less Serious),1
EAST ACTON,TfL Stn,Drugs,1
EAST ACTON,TfL Stn,Theft of Passenger Property,1
EAST ACTON,TfL Stn,Public Order (Less Serious),1
EAST ACTON,TfL Stn,Fraud (Less Serious),10
EAST ACTON,TfL Stn,Fraud (Less Serious),1
EAST ACTON,TfL Stn,Drugs,2
EAST ACTON,TfL Stn,Other (Serious),1
EAST ACTON,TfL Stn,Other (Less Serious),1
EASTCOTE,TfL Stn,Line of Route (Less Serious),1
EASTCOTE,TfL Stn,Violence,1
EASTCOTE,TfL Stn,Violence,1
EASTCOTE,TfL Stn,Line of Route (Less Serious),1
EASTCOTE,TfL Stn,Theft of Passenger Property,1
EASTCOTE,TfL Stn,Theft of Passenger Property,1
EASTCOTE,TfL Stn,Public Order (Less Serious),1
EASTCOTE,TfL Stn,Violence,1
EASTCOTE,TfL Stn,Sex,1
EASTCOTE,TfL Stn,Graffiti,1
EASTCOTE,TfL Stn,Theft of Passenger Property,1
EASTCOTE,TfL Stn,Public Order (Serious),1
EASTCOTE,TfL Stn,Public Order (Less Serious),1
EASTCOTE,TfL Stn,Fraud (Serious),1
EASTCOTE,TfL Stn,Fraud (Less Serious),2
EASTCOTE,TfL Stn,Fraud (Less Serious),4
EAST CROYDON (RAILWAY),Mainline Stn,Violence,1
EAST CROYDON (RAILWAY),Mainline Stn,Violence,2
EAST CROYDON (RAILWAY),Mainline Stn,Graffiti,1
EAST CROYDON (RAILWAY),Mainline Stn,Line of Route (Less Serious),17
EAST CROYDON (RAILWAY),Mainline Stn,Theft of Passenger Property,1
EAST CROYDON (RAILWAY),Mainline Stn,Theft of Passenger Property,1
EAST CROYDON (RAILWAY),Mainline Stn,Motor Vehicle,1
EAST CROYDON (RAILWAY),Mainline Stn,Burglary & Theft Railway,1
EAST CROYDON (RAILWAY),Mainline Stn,Fraud (Less Serious),2
EAST CROYDON (RAILWAY),Mainline Stn,Fraud (Less Serious),1
EAST CROYDON (RAILWAY),Mainline Stn,Fraud (Less Serious),1
EAST CROYDON (RAILWAY),Mainline Stn,Drugs,1
EAST CROYDON (RAILWAY),Mainline Stn,Other (Serious),1
EAST CROYDON (RAILWAY),Mainline Stn,Violence,5
EAST CROYDON (RAILWAY),Mainline Stn,Violence,12
EAST CROYDON (RAILWAY),Mainline Stn,Violence,1
EAST CROYDON (RAILWAY),Mainline Stn,Violence,1
EAST CROYDON (RAILWAY),Mainline Stn,Violence,1
EAST CROYDON (RAILWAY),Mainline Stn,Violence,1
EAST CROYDON (RAILWAY),Mainline Stn,Violence,2
EAST CROYDON (RAILWAY),Mainline Stn,Violence,1
EAST CROYDON (RAILWAY),Mainline Stn,Sex,3
EAST CROYDON (RAILWAY),Mainline Stn,Sex,1
EAST CROYDON (RAILWAY),Mainline Stn,Sex,2
EAST CROYDON (RAILWAY),Mainline Stn,Line of Route (Serious),2
EAST CROYDON (RAILWAY),Mainline Stn,Theft of Passenger Property,16
EAST CROYDON (RAILWAY),Mainline Stn,Theft of Passenger Property,4
EAST CROYDON (RAILWAY),Mainline Stn,Theft of Passenger Property,21
EAST CROYDON (RAILWAY),Mainline Stn,Robbery,2
EAST CROYDON (RAILWAY),Mainline Stn,Public Order (Serious),2
EAST CROYDON (RAILWAY),Mainline Stn,Public Order (Serious),3
EAST CROYDON (RAILWAY),Mainline Stn,Public Order (Serious),6
EAST CROYDON (RAILWAY),Mainline Stn,Public Order (Serious),3
EAST CROYDON (RAILWAY),Mainline Stn,Public Order (Less Serious),22
EAST CROYDON (RAILWAY),Mainline Stn,Public Order (Less Serious),1
EAST CROYDON (RAILWAY),Mainline Stn,Public Order (Less Serious),4
EAST CROYDON (RAILWAY),Mainline Stn,Fraud (Less Serious),10
EAST CROYDON (RAILWAY),Mainline Stn,Fraud (Less Serious),11
EAST CROYDON (RAILWAY),Mainline Stn,Drugs,3
EAST CROYDON (RAILWAY),Mainline Stn,Other (Serious),1
EAST CROYDON (RAILWAY),Mainline Stn,Other (Serious),1
EAST CROYDON (RAILWAY),Mainline Stn,Other (Less Serious),3
EAST CROYDON (RAILWAY),Mainline Stn,Violence,12
EAST CROYDON (RAILWAY),Mainline Stn,Violence,4
EAST CROYDON (RAILWAY),Mainline Stn,Violence,18
EAST CROYDON (RAILWAY),Mainline Stn,Violence,1
EAST CROYDON (RAILWAY),Mainline Stn,Violence,1
EAST CROYDON (RAILWAY),Mainline Stn,Violence,1
EAST CROYDON (RAILWAY),Mainline Stn,Violence,1
EAST CROYDON (RAILWAY),Mainline Stn,Violence,4
EAST CROYDON (RAILWAY),Mainline Stn,Weapons,2
EAST CROYDON (RAILWAY),Mainline Stn,Weapons,1
EAST CROYDON (RAILWAY),Mainline Stn,Sex,1
EAST CROYDON (RAILWAY),Mainline Stn,Theft of Passenger Property,2
EAST CROYDON (RAILWAY),Mainline Stn,Theft of Passenger Property,3
EAST CROYDON (RAILWAY),Mainline Stn,Pedal Cycle,2
EAST CROYDON (RAILWAY),Mainline Stn,Pedal Cycle,20
EAST CROYDON (RAILWAY),Mainline Stn,Burglary & Theft Railway,6
EAST CROYDON (RAILWAY),Mainline Stn,Public Order (Serious),2
EAST CROYDON (RAILWAY),Mainline Stn,Public Order (Serious),5
EAST CROYDON (RAILWAY),Mainline Stn,Public Order (Serious),9
EAST CROYDON (RAILWAY),Mainline Stn,Public Order (Serious),3
EAST CROYDON (RAILWAY),Mainline Stn,Public Order (Less Serious),5
EAST CROYDON (RAILWAY),Mainline Stn,Public Order (Less Serious),3
EAST CROYDON (RAILWAY),Mainline Stn,Public Order (Less Serious),5
EAST CROYDON (RAILWAY),Mainline Stn,Fraud (Serious),1
EAST CROYDON (RAILWAY),Mainline Stn,Fraud (Less Serious),20
EAST CROYDON (RAILWAY),Mainline Stn,Fraud (Less Serious),30
EAST CROYDON (RAILWAY),Mainline Stn,Drugs,29
EAST CROYDON (RAILWAY),Mainline Stn,Drugs,1
EAST CROYDON (RAILWAY),Mainline Stn,Drugs,1
EAST CROYDON (RAILWAY),Mainline Stn,Drugs,1
EAST CROYDON (RAILWAY),Mainline Stn,Other (Serious),1
EAST CROYDON (RAILWAY),Mainline Stn,Other (Less Serious),1
EAST CROYDON (RAILWAY),Mainline Stn,Other (Less Serious),4
EAST CROYDON (RAILWAY),Mainline Stn,Other (Less Serious),1
EAST CROYDON TRAMSTOP,Croydon Tramlink,Other (Less Serious),2
EAST CROYDON TRAMSTOP,Croydon Tramlink,Other (Less Serious),7
EAST CROYDON TRAMSTOP,Croydon Tramlink,Violence,1
EAST CROYDON TRAMSTOP,Croydon Tramlink,Violence,4
EAST CROYDON TRAMSTOP,Croydon Tramlink,Violence,1
EAST CROYDON TRAMSTOP,Croydon Tramlink,Theft of Passenger Property,1
EAST CROYDON TRAMSTOP,Croydon Tramlink,Public Order (Serious),2
EAST CROYDON TRAMSTOP,Croydon Tramlink,Public Order (Serious),1
EAST CROYDON TRAMSTOP,Croydon Tramlink,Public Order (Less Serious),1
EAST CROYDON TRAMSTOP,Croydon Tramlink,Public Order (Less Serious),1
EAST CROYDON TRAMSTOP,Croydon Tramlink,Public Order (Less Serious),1
EAST CROYDON TRAMSTOP,Croydon Tramlink,Fraud (Less Serious),1
EAST CROYDON TRAMSTOP,Croydon Tramlink,Violence,2
EAST CROYDON TRAMSTOP,Croydon Tramlink,Violence,1
EAST CROYDON TRAMSTOP,Croydon Tramlink,Line of Route (Serious),1
EAST CROYDON TRAMSTOP,Croydon Tramlink,Public Order (Serious),1
EAST CROYDON TRAMSTOP,Croydon Tramlink,Public Order (Serious),1
EAST CROYDON TRAMSTOP,Croydon Tramlink,Public Order (Less Serious),1
EAST CROYDON TRAMSTOP,Croydon Tramlink,Public Order (Less Serious),1
EAST CROYDON TRAMSTOP,Croydon Tramlink,Fraud (Less Serious),6
EAST CROYDON TRAMSTOP,Croydon Tramlink,Drugs,5
EAST DULWICH,Mainline Stn,Line of Route (Less Serious),3
EAST DULWICH,Mainline Stn,Theft of Passenger Property,3
EAST DULWICH,Mainline Stn,Theft of Passenger Property,1
EAST DULWICH,Mainline Stn,Public Order (Less Serious),1
EAST DULWICH,Mainline Stn,Fraud (Less Serious),1
EAST DULWICH,Mainline Stn,Violence,1
EAST DULWICH,Mainline Stn,Weapons,1
EAST DULWICH,Mainline Stn,Theft of Passenger Property,2
EAST DULWICH,Mainline Stn,Pedal Cycle,1
EAST DULWICH,Mainline Stn,Public Order (Less Serious),1
EAST DULWICH,Mainline Stn,Fraud (Less Serious),1
EAST DULWICH,Mainline Stn,Fraud (Less Serious),6
EAST DULWICH,Mainline Stn,Drugs,4
EAST FINCHLEY,TfL Stn,Violence,1
EAST FINCHLEY,TfL Stn,Sex,2
EAST FINCHLEY,TfL Stn,Theft of Passenger Property,8
EAST FINCHLEY,TfL Stn,Public Order (Serious),2
EAST FINCHLEY,TfL Stn,Drugs,1
EAST FINCHLEY,TfL Stn,Violence,1
EAST FINCHLEY,TfL Stn,Theft of Passenger Property,1
EAST FINCHLEY,TfL Stn,Motor Vehicle,1
EAST FINCHLEY,TfL Stn,Pedal Cycle,9
EAST FINCHLEY,TfL Stn,Burglary & Theft Railway,1
EAST FINCHLEY,TfL Stn,Public Order (Serious),2
EAST FINCHLEY,TfL Stn,Public Order (Serious),1
EAST FINCHLEY,TfL Stn,Public Order (Less Serious),1
EAST FINCHLEY,TfL Stn,Public Order (Less Serious),1
EAST FINCHLEY,TfL Stn,Public Order (Less Serious),1
EAST FINCHLEY,TfL Stn,Fraud (Less Serious),1
EAST FINCHLEY,TfL Stn,Drugs,2
EAST FINCHLEY,TfL Stn,Other (Less Serious),2
EAST HAM,Mainline Stn,Graffiti,2
EAST HAM,Mainline Stn,Line of Route (Less Serious),3
EAST HAM,Mainline Stn,Theft Cable & Plant,1
EAST HAM,TfL Stn,Graffiti,1
EAST HAM,TfL Stn,Line of Route (Serious),1
EAST HAM,TfL Stn,Line of Route (Less Serious),2
EAST HAM,TfL Stn,Motor Vehicle,1
EAST HAM,TfL Stn,Theft Cable & Plant,2
EAST HAM,TfL Stn,Public Order (Serious),1
EAST HAM,TfL Stn,Public Order (Less Serious),1
EAST HAM,Mainline Stn,Graffiti,1
EAST HAM,TfL Stn,Violence,2
EAST HAM,TfL Stn,Violence,1
EAST HAM,TfL Stn,Sex,1
EAST HAM,TfL Stn,Theft of Passenger Property,9
EAST HAM,TfL Stn,Theft of Passenger Property,4
EAST HAM,TfL Stn,Robbery,1
EAST HAM,TfL Stn,Public Order (Serious),1
EAST HAM,TfL Stn,Public Order (Serious),1
EAST HAM,TfL Stn,Public Order (Less Serious),2
EAST HAM,TfL Stn,Fraud (Less Serious),1
EAST HAM,Mainline Stn,Fraud (Less Serious),1
EAST HAM,TfL Stn,Violence,2
EAST HAM,TfL Stn,Violence,2
EAST HAM,TfL Stn,Violence,3
EAST HAM,TfL Stn,Violence,1
EAST HAM,TfL Stn,Violence,2
EAST HAM,TfL Stn,Violence,1
EAST HAM,TfL Stn,Violence,2
EAST HAM,TfL Stn,Violence,1
EAST HAM,TfL Stn,Theft of Passenger Property,3
EAST HAM,TfL Stn,Theft of Passenger Property,3
EAST HAM,TfL Stn,Robbery,2
EAST HAM,TfL Stn,Public Order (Serious),1
EAST HAM,TfL Stn,Public Order (Serious),3
EAST HAM,TfL Stn,Public Order (Serious),2
EAST HAM,TfL Stn,Public Order (Less Serious),7
EAST HAM,TfL Stn,Public Order (Less Serious),3
EAST HAM,TfL Stn,Public Order (Less Serious),7
EAST HAM,TfL Stn,Public Order (Less Serious),2
EAST HAM,TfL Stn,Public Order (Less Serious),1
EAST HAM,TfL Stn,Fraud (Serious),1
EAST HAM,TfL Stn,Fraud (Less Serious),36
EAST HAM,TfL Stn,Fraud (Less Serious),39
EAST HAM,TfL Stn,Drugs,2
EAST HAM,TfL Stn,Other (Less Serious),1
EAST HAM,TfL Stn,Other (Less Serious),2
EAST HAM,TfL Stn,Other (Less Serious),1
EAST INDIA,DLR Stn,Line of Route (Less Serious),1
EAST INDIA,DLR Stn,Line of Route (Less Serious),1
EAST INDIA,DLR Stn,Theft of Passenger Property,4
EAST INDIA,DLR Stn,Criminal Damage,1
EAST INDIA,DLR Stn,Theft of Passenger Property,1
EAST INDIA,DLR Stn,Public Order (Less Serious),1
EAST PUTNEY,TfL Stn,Violence,1
EAST PUTNEY,TfL Stn,Violence,1
EAST PUTNEY,TfL Stn,Violence,1
EAST PUTNEY,TfL Stn,Theft of Passenger Property,4
EAST PUTNEY,TfL Stn,Theft of Passenger Property,1
EAST PUTNEY,TfL Stn,Violence,1
EAST PUTNEY,TfL Stn,Violence,2
EAST PUTNEY,TfL Stn,Pedal Cycle,3
EAST PUTNEY,TfL Stn,Public Order (Serious),1
EAST PUTNEY,TfL Stn,Public Order (Less Serious),1
EAST PUTNEY,TfL Stn,Public Order (Less Serious),1
EAST PUTNEY,TfL Stn,Fraud (Serious),1
EAST PUTNEY,TfL Stn,Fraud (Less Serious),1
EBURY,Mainline Stn,Other (Less Serious),2
EDEN PARK,Mainline Stn,Line of Route (Less Serious),4
EDEN PARK,Mainline Stn,Theft of Passenger Property,2
EDEN PARK,Mainline Stn,Pedal Cycle,2
EDEN PARK,Mainline Stn,Fraud (Less Serious),1
EDEN PARK,Mainline Stn,Drugs,2
EDEN PARK,Mainline Stn,Drugs,1
EDGWARE,TfL Stn,Graffiti,1
EDGWARE,TfL Stn,Theft Cable & Plant,1
EDGWARE,TfL Stn,Sex,1
EDGWARE,TfL Stn,Graffiti,1
EDGWARE,TfL Stn,Theft of Passenger Property,2
EDGWARE,TfL Stn,Theft of Passenger Property,1
EDGWARE,TfL Stn,Theft of Passenger Property,2
EDGWARE,TfL Stn,Public Order (Less Serious),1
EDGWARE,TfL Stn,Violence,1
EDGWARE,TfL Stn,Violence,1
EDGWARE,TfL Stn,Violence,1
EDGWARE,TfL Stn,Violence,2
EDGWARE,TfL Stn,Criminal Damage,1
EDGWARE,TfL Stn,Theft of Passenger Property,1
EDGWARE,TfL Stn,Pedal Cycle,1
EDGWARE,TfL Stn,Pedal Cycle,1
EDGWARE,TfL Stn,Theft Cable & Plant,1
EDGWARE,TfL Stn,Public Order (Serious),1
EDGWARE,TfL Stn,Public Order (Less Serious),1
EDGWARE,TfL Stn,Public Order (Less Serious),1
EDGWARE,TfL Stn,Drugs,1
EDGWARE,TfL Stn,Other (Less Serious),1
EDGWARE ROAD,TfL Stn,Robbery,1
EDGWARE ROAD,TfL Stn,Public Order (Serious),1
EDGWARE ROAD,TfL Stn,Violence,2
EDGWARE ROAD,TfL Stn,Violence,1
EDGWARE ROAD,TfL Stn,Violence,1
EDGWARE ROAD,TfL Stn,Sex,1
